,COMUNA,P09,esc_rec,urban,hom,Artés,Boric,Kast,MEO,Parisi,Provoste,Sichel,cluster
0,1101,43.07720891248167,12.206610978178327,0.9868966962352448,0.4896137458964867,0.0132324629192765,0.2109737248840803,0.3269204696439708,0.0635456492855012,0.2142411670598443,0.0818623064616719,0.0892242197456547,1
1,1107,39.236018006215765,10.566224638833855,0.9656181623068024,0.4940281242596128,0.0108114774315547,0.1308476527172572,0.2408945161555537,0.0703773740031242,0.4063142316862616,0.0909315136068404,0.049823234399408,2
2,1401,41.17966695880806,10.756886119389506,0.5960560911481156,0.5994741454864154,0.0114173228346456,0.1070866141732283,0.2480314960629921,0.0543307086614173,0.4033464566929134,0.1307086614173228,0.0450787401574803,7
3,1402,47.60652173913044,8.372502937720329,0.0,0.5380434782608695,0.003452243958573,0.0690448791714614,0.4418872266973532,0.0184119677790563,0.3774453394706559,0.0540851553509781,0.0356731875719217,0
4,1403,43.29036827195468,8.653281853281854,0.0,0.5856940509915014,0.0044150110375275,0.0187637969094922,0.4624724061810154,0.0055187637969094,0.477924944812362,0.0198675496688741,0.0110375275938189,7
5,1404,46.6258637709773,9.011046817464493,0.3904244817374136,0.5577492596248766,0.0071090047393364,0.1226303317535545,0.2837677725118483,0.0462085308056872,0.3951421800947867,0.0930094786729857,0.0521327014218009,3
6,1405,42.38053767512306,12.216381896439286,0.3517606967057932,0.737094534898397,0.0106341079165025,0.1587239070500196,0.2985427333595904,0.0393855848759354,0.2926348956282,0.1201260338716029,0.0799527372981488,7
7,2101,41.73022079542636,12.015258144058322,0.9720701006039196,0.4996649004513661,0.0133636296762487,0.2300996346457207,0.222833416430317,0.0724987126778752,0.2967624870246103,0.0829035448355905,0.0815385747096373,7
8,2102,41.12986512524085,11.091784532049353,0.959344894026975,0.6209055876685935,0.0134575569358178,0.1933229813664596,0.1524327122153209,0.0698757763975155,0.4285714285714285,0.0905797101449275,0.05175983436853,7
9,2103,39.18218871000612,13.140594466728375,0.0,0.8624414102302833,0.0078125,0.159375,0.20625,0.0953125,0.365625,0.1234375,0.0421875,2
10,2104,44.29523522316043,10.551811023622047,0.7968435866505831,0.5768998793727382,0.0155728587319243,0.2366518353726362,0.200222469410456,0.0759176863181312,0.2519466073414905,0.1674082313681868,0.0522803114571746,1
11,2201,41.75792041670788,11.69768243301456,0.9464279827250848,0.5225826657435796,0.01038104543234,0.1567450624607439,0.2039221159885546,0.0682182985553772,0.412415381394375,0.0857003280061413,0.0626177681624677,7
12,2202,42.129411764705885,10.33469387755102,0.0,0.6588235294117647,0.008130081300813,0.078590785907859,0.1436314363143631,0.073170731707317,0.5962059620596206,0.067750677506775,0.032520325203252,7
13,2203,40.57431749241658,11.875044039929536,0.4757892371643635,0.5739804516346478,0.0203515263644773,0.2617946345975948,0.1396854764107308,0.0662966389145852,0.3401171754548258,0.1140918902251002,0.0576626580326857,7
14,2301,44.98225905122073,10.675523491113848,0.9740281408153052,0.4896279406039708,0.0126704476891516,0.1819717630022927,0.1434777362133462,0.0785567756727404,0.4155906842041752,0.1101725594304332,0.0575600337878605,4
15,2302,41.60917782026769,11.83556072051133,0.7158699808795411,0.6640535372848948,0.0187431091510474,0.1460859977949283,0.1168687982359426,0.0650496141124586,0.5314222712238148,0.0815876515986769,0.0402425578831312,7
16,3101,42.93258618370915,11.58499963644296,0.9801945577621376,0.4927690859371498,0.0137723801176912,0.2104491226815003,0.2117727020694342,0.0573610688797867,0.2433776315083439,0.1856230660537659,0.0776440286894775,7
17,3102,44.574117100371744,10.852767676767677,0.8806536555142503,0.5173482032218092,0.0145772594752186,0.2104678606136332,0.1753436068304873,0.0635846175204775,0.2417048452033874,0.2332361516034985,0.0610856587532972,1
18,3103,42.72800937225422,9.959110758237395,0.6751928146050962,0.5706336034364932,0.0089892129444666,0.1695964842189372,0.1472233320015981,0.0557331202556931,0.3228126248501798,0.2321214542548941,0.0635237714742309,7
19,3201,45.15510110294117,10.485740783677254,0.9010799632352942,0.5102251838235294,0.0104744300677757,0.2162661737523105,0.144177449168207,0.0540151981926473,0.2565208461696447,0.2614499897309509,0.0570959129184637,4
20,3202,43.7379475895179,11.442169285352255,0.949489897979596,0.5453090618123625,0.0157735522904062,0.2344425237683664,0.1212186689714779,0.0527225583405358,0.3210890233362143,0.213267070008643,0.041486603284356,1
21,3301,46.00987948616077,10.508054421768708,0.8858164481525626,0.4810223811415706,0.0086874032652653,0.1409456288381846,0.1400968595536472,0.0262619202156872,0.196564980777872,0.4320235658295471,0.0554196415197962,4
22,3302,48.52919618861471,9.073145780051153,0.0,0.5631566088443685,0.0056847545219638,0.1343669250645995,0.1369509043927648,0.0289405684754521,0.1886304909560723,0.4604651162790698,0.0449612403100775,0
23,3303,46.5143470622682,9.474935090872778,0.6340035135662697,0.5040015615850088,0.0083459787556904,0.1612291350531107,0.1157056145675265,0.0261760242792109,0.1942336874051593,0.4430955993930197,0.0512139605462822,3
24,3304,46.36601307189542,10.591409691629956,0.8671468587434974,0.5130052020808323,0.015006468305304,0.1658473479948253,0.1391979301423027,0.0499353169469599,0.240620957309185,0.3386804657179819,0.0507115135834411,4
25,4101,43.88649738647302,11.954647077610987,0.905803370170458,0.4676141971172005,0.0146679833329319,0.2783906163443242,0.2444302608444326,0.0670175100556371,0.1657433945904284,0.1089139911847587,0.1208362436474867,1
26,4102,44.08362193665332,11.355147813400263,0.9419532192524924,0.472825271447178,0.0146123288051782,0.2631608189571353,0.2201294552323804,0.0805205989388004,0.2077256438036503,0.1099952773842264,0.1038558768786287,1
