,COMUNA,P09,esc_rec,urban,hom,Comuna,Artés,Boric,Kast,MEO,Parisi,Provoste,Sichel,Código Comuna 2018
45,5107,46.0439073346157,11.023338078598853,0.8433971732039809,0.4901313038387555,QUINTERO,0.015196078431372549,0.25212418300653594,0.24485294117647058,0.10465686274509804,0.1869281045751634,0.0951797385620915,0.10106209150326798,5107
46,5109,45.37053141002795,12.365867721264278,1.0,0.466110183639399,VIÑA DEL MAR,0.015394895095549914,0.27915274622477615,0.31561539489509555,0.06662434852331953,0.09269677936656422,0.09057196311639716,0.13994387277829748,5109
47,5201,41.2185191547844,12.703783783783784,0.9486342552825975,0.48634255282597494,ISLA DE PASCUA,0.014167242570836213,0.33586731167933653,0.20076019350380098,0.11161022805805114,0.10746371803731859,0.1216309606081548,0.10850034554250172,5201
48,5301,45.23969970683781,11.426083376222337,0.9068021551382617,0.49762300927026387,LOS ANDES,0.011333585190782017,0.24645396160318714,0.24535494728165677,0.07789264003846551,0.18439399663426864,0.11127520005495072,0.12329566919668922,5301
49,5302,45.07876049063912,10.555587392550143,0.7137323618924651,0.4881490362445818,CALLE LARGA,0.014442152039358832,0.2069512775749881,0.21663228059038248,0.09839707982859863,0.19727027455959373,0.14950007935248374,0.11680685605459451,5302
50,5303,45.02075471698113,10.50665386198381,0.7831536388140161,0.4929919137466307,RINCONADA,0.01219276175730598,0.21230888329785175,0.2738532997871105,0.07257596284110703,0.16702148248500095,0.1374104896458293,0.12463712018579447,5303
51,5304,45.72714224199799,10.492530690726223,0.5863355820295679,0.48636428879001004,SAN ESTEBAN,0.011248185776487663,0.20875665215287856,0.2196419932268989,0.07184325108853411,0.21686018384131592,0.14997581035316884,0.12167392356071602,5304
52,5401,46.98034959014859,10.048694316436253,0.726840588389415,0.4853089793015683,LA LIGUA,0.013175139684072567,0.2917155273504863,0.21832103193764227,0.07442919224667173,0.1556873835966062,0.13078567979581981,0.1158860453887011,5401
53,5402,46.4195661360755,9.519212609864168,0.6235385265530357,0.48182842653894914,CABILDO,0.012873326467559218,0.298918640576725,0.18498970133882595,0.08753861997940268,0.16838311019567456,0.16194644696189495,0.08535015447991762,5402
54,5403,44.571341833636914,10.528141225337487,0.8374822910342036,0.5266140457397288,PAPUDO,0.009405255878284923,0.24038727524204703,0.2500691562932227,0.05394190871369295,0.12669432918395573,0.13748271092669434,0.18201936376210234,5403
55,5404,47.71413390010627,9.328968903436989,0.41392136025504783,0.4910998937300744,PETORCA,0.013206162876008804,0.28735632183908044,0.16409880166299828,0.09146490584494986,0.18146246025923207,0.17412570310589387,0.08828564441183663,5404
56,5405,47.312489082969435,10.649308673011312,0.6782532751091703,0.5065502183406113,ZAPALLAR,0.007011070110701107,0.19723247232472324,0.33782287822878226,0.0496309963099631,0.07933579335793357,0.08708487084870849,0.2418819188191882,5405
57,5501,45.88672268907563,11.03051853177088,0.8642455242966752,0.47298502009499455,QUILLOTA,0.015495159476729836,0.25376408962509944,0.27233085593615447,0.08252200861146916,0.15571949647587965,0.09637166442695334,0.12379672544771413,5501
58,5502,45.84532326618971,10.425018209285387,0.9628554080097151,0.47390374613902164,CALERA,0.012899004533345797,0.26204608122634016,0.18750292097022947,0.11412814880590737,0.23213534607655278,0.09473290648221713,0.0965555919054073,5502
59,5503,45.40035600385671,9.52741947650298,0.6502262107839502,0.49810872951123636,HIJUELAS,0.008064516129032258,0.19874248223072719,0.235784581738655,0.08802624384909787,0.25888463641334064,0.10415527610716238,0.10634226353198468,5503
60,5504,44.040261763789346,11.758296846246589,0.8751012776565908,0.470364599563727,LA CRUZ,0.010890873448050533,0.23132215203659334,0.2874101502940536,0.07035504247440645,0.17599651492049662,0.08799825746024831,0.13602700936615117,5504
61,5506,46.1961153262519,9.843529847979235,0.8456449165402125,0.4800606980273141,NOGALES,0.01403584538976463,0.2510256963938674,0.16206003023105162,0.0970632692722954,0.25782768300583025,0.11811703735694234,0.09987043835024832,5506
62,5601,46.09589180542427,10.76962124170246,0.9469933832618338,0.48331273176761436,SAN ANTONIO,0.02682586447511242,0.3079547216622732,0.18051894350545306,0.1114384659120277,0.15284023362795265,0.1311572853672404,0.08926448544994056,5601
63,5602,49.611528592375365,11.44288710907704,0.7878482404692082,0.4835043988269795,ALGARROBO,0.011037527593818985,0.2425803286730439,0.3528329654157469,0.05788570026980623,0.06965906303654648,0.100196222712779,0.16580819229825852,5602
64,5603,48.35925088421175,10.190963600024226,0.9123325795790572,0.4923754855916971,CARTAGENA,0.018102658111824016,0.2506874427131072,0.26592575618698444,0.11915673693858846,0.10048120989917507,0.13439505041246563,0.11125114573785518,5603
65,5604,50.608984093997286,10.936139578216313,0.9334985213012549,0.48677164095595876,EL QUISCO,0.015844390055390956,0.30993172742496455,0.2611103954656705,0.08720855339430633,0.08926961226330027,0.1049851861393791,0.13165013525698827,5604
66,5605,50.67805294619983,10.781281082156356,0.9528418256001518,0.4967264446342158,EL TABO,0.019889970376639865,0.3137254901960784,0.252644942869234,0.1070672873465933,0.0754690365354775,0.1184934405416843,0.11270983213429256,5605
67,5606,47.387727825030375,11.224677948977014,0.5623329283110571,0.49611178614823814,SANTO DOMINGO,0.007839956745066235,0.17315490673154907,0.40551500405515006,0.05339280886726142,0.06799134901324683,0.11192214111922141,0.180183833468505,5606
68,5701,45.0076068286185,11.119208285219399,0.9048971150138465,0.4765660602236478,SAN FELIPE,0.014404826464208244,0.26067651843817785,0.2556263557483731,0.07456616052060737,0.17329853579175705,0.11117136659436008,0.11025623644251627,5701
69,5702,46.218484182356875,9.377955082742316,0.5529962725795661,0.4950778935295804,CATEMU,0.009151090342679127,0.23753894080996885,0.1927570093457944,0.09404205607476636,0.2223520249221184,0.12908878504672897,0.11507009345794393,5702
70,5703,45.84846330526086,9.99441690879052,0.7295198512523242,0.4890079842502461,LLAILLAY,0.0165071302988865,0.2832584489158039,0.16487595233444033,0.09513576870482517,0.20121117405743308,0.1407501465129908,0.09826137917562024,5703
71,5704,45.74828417733259,9.762236445783133,0.5405305138193285,0.5025041736227045,PANQUEHUE,0.008557457212713936,0.21821515892420537,0.2658924205378973,0.06998777506112469,0.21729828850855745,0.11888753056234719,0.10116136919315404,5704
72,5705,47.34639646743416,9.840685879890517,0.4045891815171109,0.49258791988645323,PUTAENDO,0.018458197611292075,0.2802854040639057,0.21436326973786257,0.08313944470296261,0.14642469365596403,0.1599193423297658,0.09740964789824724,5705
73,5706,45.87104131941398,9.888271162123386,0.6404947802438811,0.4894288972716905,SANTA MARIA,0.009951087873165796,0.19379321976724573,0.22651374599426546,0.07572946533985495,0.19244391971664698,0.17169843143869118,0.12987012987012986,5706
74,5801,46.50752541796061,12.080599244354627,0.9855787637724933,0.46133492151274086,QUILPUE,0.015312081588468222,0.2952739082129732,0.2829672677548927,0.0799789191806968,0.11744010483434464,0.08779876363843546,0.12122895479018887,5801
75,5802,46.28845268247755,10.99323659982719,0.8507080359198711,0.47642758461892704,LIMACHE,0.014495004400269193,0.2714189573950406,0.29688875084122796,0.06703939535124502,0.1322669151524564,0.09271626028886473,0.1251747165708961,5802
76,5803,47.49028478196381,10.539996940960538,0.6987540789083359,0.4870958172649066,OLMUE,0.012843336724313327,0.24478636826042727,0.3336724313326551,0.07133774160732452,0.11355544252288911,0.09664292980671414,0.1271617497456765,5803
77,5804,45.76032660400832,11.94786440241863,0.9900262412311424,0.4606224712757838,VILLA ALEMANA,0.016653310138582123,0.2804675436367546,0.2998964054651004,0.07720724770821524,0.1279294775317136,0.08537753366822384,0.11246848185141026,5804
78,6101,44.74804004074944,11.265943012211668,0.9664703016344067,0.478866767063826,RANCAGUA,0.012095964135043404,0.27170453704389014,0.24034384681265,0.08376243695613099,0.17100352094060925,0.09540374509658797,0.12568594901508823,6101
79,6102,45.05351618890493,9.707614640302904,0.5336151783872963,0.5032996494122499,CODEGUA,0.010922787193973634,0.24990583804143127,0.22128060263653485,0.09830508474576272,0.18983050847457628,0.12090395480225989,0.1088512241054614,6102
80,6103,47.25984391628237,9.775193798449612,0.4680737850301525,0.5097552323518978,COINCO,0.007337205747477835,0.23509630082543564,0.28920819321308466,0.08896361968816875,0.12901253439315194,0.10516661571384897,0.14521553041883217,6103
81,6104,46.02781384541789,9.273280201342281,0.5588737784459783,0.49962413722408255,COLTAUCO,0.010396178701882551,0.2143860635009834,0.2641191345883675,0.0817645406012925,0.1600168586681652,0.13683618994099467,0.13248103399831412,6104
82,6105,45.44521345407503,10.212165579661919,0.779430789133247,0.49327296248382924,DOÑIHUE,0.01067370595661655,0.26316997589808333,0.22667278778836222,0.08722598416159762,0.17192700562378055,0.11580397107769999,0.12452656949385975,6105
83,6106,43.882758905694686,10.504652644996813,0.8873873873873874,0.4912389453673857,GRANEROS,0.011463250168577209,0.2790140106390949,0.2166029819435079,0.10077170899827677,0.16767812991683526,0.1136585000374616,0.11081141829624634,6106
84,6107,46.560083426921224,9.109074752860158,0.38290817690785606,0.5132894807208942,LAS CABRAS,0.011743450767841012,0.22504516711833786,0.27009936766034326,0.08796296296296297,0.09428635953026197,0.16610207768744353,0.1447606142728094,6107
85,6108,43.874774118725895,12.354558290191301,0.978666019365105,0.47983925344553224,MACHALI,0.008442132129184255,0.24997545891822912,0.27422204770786296,0.07946402277412389,0.14155295965446157,0.09070383822518896,0.15563954059094925,6108
86,6109,46.702886577898724,9.20860172430879,0.40101078822042957,0.5040334337642142,MALLOA,0.008001488649050986,0.1979903237811686,0.31466319315221436,0.0770375883885374,0.12765165612206922,0.14774841831038332,0.1269073315965761,6109
87,6110,45.080876835673706,9.895071891120624,0.8265623325115232,0.4967306249330046,MOSTAZAL,0.013201320132013201,0.27403052805280526,0.2352516501650165,0.08828382838283828,0.1643976897689769,0.11520214521452145,0.10963283828382839,6110
88,6111,45.05854870775348,9.94390342868736,0.6879721669980119,0.4992047713717694,OLIVAR,0.007427740997900856,0.21378976263523333,0.2746649442919425,0.07960600678185048,0.17374455029872438,0.115937348619409,0.13482964637493944,6111
89,6112,46.341327231121284,9.531220876048462,0.8367048054919909,0.5071853546910755,PEUMO,0.014249363867684479,0.2544529262086514,0.21374045801526717,0.08566581849024597,0.13418150975402884,0.1670907548770144,0.13061916878710772,6112
90,6113,47.35739378272685,8.891555615991297,0.4700072910452708,0.5087161132100484,PICHIDEGUA,0.012175443743582221,0.22605251576940003,0.23676103858002054,0.0680651312894235,0.10928560950564764,0.18072465894088308,0.16693560217104297,6113
91,6114,46.49240060392552,9.391007340946166,0.5566180171112229,0.5019627579265223,QUINTA DE TILCOCO,0.01247185172354062,0.25359431837865926,0.24961025463363937,0.07275246838732029,0.14030833188983197,0.13545816733067728,0.1358046076563312,6114
92,6115,45.119160429398704,10.06456969130028,0.7722538854173819,0.48485888896518575,RENGO,0.012992108819810786,0.24296987400270306,0.24244670183546235,0.09513013907660113,0.15089157256833938,0.1448314949644679,0.11073810873261543,6115
93,6116,44.44357108199903,9.989776485917611,0.5796215429403202,0.5021348859776807,REQUINOA,0.009338453482283121,0.18502356432187117,0.29682318031069993,0.07933321696631175,0.1870308954442311,0.1220108221330075,0.1204398673415954,6116
94,6117,47.0090102773476,9.945935749731564,0.548388005068281,0.49125721526115723,SAN VICENTE,0.011663367396072976,0.241560109143438,0.25338398159542025,0.06618158471991868,0.10914343801829758,0.1693863356695736,0.1486811834572789,6117
95,6201,47.052581489412326,10.343811074918566,0.7794432548179872,0.500991355381077,PICHILEMU,0.013463600619563922,0.26331466698439177,0.2378172286429167,0.0658882402001668,0.08888359347074944,0.13975932324556178,0.19087334683664958,6201
96,6202,50.13958248055669,8.744476865360568,0.3733115022513303,0.5333606221858371,LA ESTRELLA,0.010514665190924184,0.22468179302711677,0.2844493635860542,0.06253458771444383,0.07083563918096292,0.18040951853901493,0.16657443276148312,6202
97,6203,48.0179335642959,9.004820792286733,0.5239453841450988,0.5219074791114734,LITUECHE,0.009897828863346106,0.2148786717752235,0.29853128991060024,0.06385696040868455,0.06641123882503193,0.19636015325670497,0.1500638569604087,6203
98,6204,48.701596113809856,8.858954041204438,0.4450034698126301,0.5164816099930604,MARCHIGUE,0.01075619295958279,0.2180573663624511,0.24608865710560626,0.05573663624511082,0.07822685788787484,0.1939374185136897,0.1971968709256845,6204
99,6205,51.21693713859354,9.38739431206764,0.0,0.5247155381458684,NAVIDAD,0.016609213412723284,0.25289877781259795,0.2384832340958947,0.06800376057662175,0.06392980256972736,0.1949232215606393,0.16515198997179567,6205
100,6206,50.71537842190016,7.777981277981278,0.28764090177133655,0.5245571658615137,PAREDONES,0.007965482907401261,0.21042150680385,0.24958513109857286,0.05144374377696648,0.07202124128775307,0.23498174576833722,0.17358114835711916,6206
101,6301,45.64460337152448,10.72707661139041,0.8567649419835073,0.47814347223235787,SAN FERNANDO,0.012317472931359888,0.23750869176517334,0.2777391477103407,0.07075924638257011,0.13420085427634845,0.1270156617330552,0.14045892520115227,6301
102,6302,47.3737164552593,8.790992258972555,0.5631202001898352,0.5023729398567607,CHEPICA,0.00661993769470405,0.18010124610591902,0.3035436137071651,0.06580996884735202,0.11409657320872274,0.16374610591900313,0.16608255451713397,6302
103,6303,45.898230587174574,9.190646796508748,0.5734249971824636,0.5005071565423194,CHIMBARONGO,0.009228441754916793,0.19213313161875945,0.26202723146747353,0.07413010590015129,0.17677760968229955,0.14977307110438728,0.1359304084720121,6303
104,6304,48.806758775205374,8.521148036253777,0.3534353995519044,0.5113890963405526,LOLOL,0.006062647356012125,0.1913102054563826,0.27349275850454696,0.040417649040080834,0.07679353317615359,0.22027618726844056,0.19164701919838328,6304
105,6305,46.20991145174492,9.445755439779344,0.6297343552347645,0.4925217650122777,NANCAGUA,0.008831321754489255,0.19605534294966145,0.2444804239034442,0.05813953488372093,0.14807182808360317,0.18781277597880483,0.15660877244627613,6305
106,6306,46.801474405565365,9.05283381364073,0.2728688609697851,0.5038936766690894,PALMILLA,0.008421507233858778,0.17685165191103433,0.24335996545022673,0.05938242280285035,0.1012740228892248,0.2658173180738501,0.14489311163895488,6306
107,6307,47.59355971896956,9.171377245508982,0.5959016393442623,0.5053864168618267,PERALILLO,0.009080590238365494,0.20771850170261066,0.24790011350737798,0.061975028376844495,0.08898978433598184,0.2090805902383655,0.17525539160045403,6307
108,6308,46.90123640697155,9.128948175406316,0.2790108744227618,0.5033517056457619,PLACILLA,0.012091587342423462,0.1654232055569848,0.2513506560329303,0.07254952405454078,0.16362233084641112,0.1857473630048881,0.14921533316182145,6308
109,6309,49.67179670722978,8.188269370021724,0.0,0.5096635647816751,PUMANQUE,0.014180672268907563,0.1869747899159664,0.2804621848739496,0.06985294117647059,0.06565126050420168,0.20115546218487396,0.18172268907563024,6309
110,6310,46.473951981043314,10.167720727480615,0.597658291807506,0.485625675157682,SANTA CRUZ,0.009671899412246113,0.22401607023286957,0.27966669146640877,0.04940108622870322,0.0960494010862287,0.15244401458224835,0.1887508369912953,6310
111,7101,44.404119663594415,11.476923076923077,0.9586491583929397,0.4688326631317984,TALCA,0.010143471709649946,0.24188194702247068,0.27697464678007555,0.06352499290284541,0.1465398641713799,0.12044417269014915,0.14049090472342934,7101
112,7102,44.8264010183842,9.815163859670456,0.8080168151810296,0.49453802658456436,CONSTITUCION,0.010774873911049978,0.16775561668959194,0.2561325080238423,0.06808803301237965,0.2212287941311325,0.1578404401650619,0.11817973406694177,7102
113,7103,51.12313139260425,8.065474589943534,0.34028324154209283,0.509965906110674,CUREPTO,0.008680555555555556,0.21999007936507936,0.26339285714285715,0.047371031746031744,0.0954861111111111,0.2088293650793651,0.15625,7103
114,7104,45.95632770162576,8.143180349062701,0.712782913611731,0.531399426203379,EMPEDRADO,0.003320420586607637,0.06806862202545656,0.47315993359158826,0.05201992252351965,0.16602102933038185,0.13004980630879912,0.10736026563364692,7104
115,7105,41.68791431466204,10.834362750920537,0.7623100303951368,0.47665364017947603,MAULE,0.007830070803831737,0.17634319033735943,0.2847147022074136,0.08063306955435236,0.19483548521449395,0.12703040399833404,0.12861307788421492,7105
116,7106,47.03732383459811,8.7894067122634,0.29890041815084406,0.4957410562180579,PELARCO,0.007973604619191641,0.1509485839978004,0.3098707726147924,0.06818806708825956,0.1542480065988452,0.16359637063513885,0.14517459444597194,7106
117,7107,48.29865666979069,8.655023233456177,0.40034364261168387,0.5148391127772571,PENCAHUE,0.005011484652328252,0.13238671956567133,0.3520567968260597,0.056170390478179164,0.12194612653998747,0.19544790144080185,0.13698058049697223,7107
118,7108,46.48643356643357,8.351685178092685,0.30703962703962706,0.5234498834498834,RIO CLARO,0.011090573012939002,0.15822550831792975,0.3120147874306839,0.08003696857670979,0.13419593345656192,0.15286506469500924,0.15157116451016636,7108
119,7109,45.7710100231303,8.928535257627548,0.47651503469545103,0.49912104857363143,SAN CLEMENTE,0.009068760151597185,0.1818489442338928,0.28471846237141313,0.07451272333513806,0.1550487276664862,0.17643475906876016,0.1183676231727125,7109
120,7110,46.0157886970636,8.979499547784142,0.5251586247602184,0.4913678618857902,SAN RAFAEL,0.009284143659907158,0.14414854629855853,0.2890300513071097,0.09015392132909845,0.1803078426581969,0.1531883703884681,0.13388712435866112,7110
121,7201,48.76680111899031,9.30897668480817,0.8050549736516818,0.4692928241493722,CAUQUENES,0.007229223977992451,0.12788689143368948,0.4542255773782867,0.048749280276373874,0.08387179323139914,0.1258396775638155,0.15219755613844282,7201
